Transaction_ID,Facility_ID,Vehicle_Type,Customer_Type,Entry_Date,Entry_Hour,Parking_Duration_Min,Payment_Method,Payment_Status,Parking_Type,Hourly_Rate,Discount_Amount,Net_Revenue,Occupancy_Rate
PT105748,F006,SUV,Member,2025-08-22,18,42,UPI,Paid,Covered,65,11.05,55.25,0.61
PT105749,F004,Bike,Regular,2025-03-19,18,122,UPI,Paid,Two-Wheeler,25,12.0,60.0,0.75
PT105750,F007,Car,Member,2025-05-06,18,120,Credit Card,Paid,Open,50,20.0,100.0,0.83
PT105751,F002,Bike,Member,2025-07-08,18,81,Cash,Paid,Two-Wheeler,25,0.0,42.5,0.99
PT105752,F004,Bike,Member,2025-03-01,14,188,Credit Card,Paid,Two-Wheeler,25,0.0,90.0,0.49
PT105753,F007,Bike,Regular,2025-08-08,15,21,UPI,Paid,Two-Wheeler,25,2.25,22.5,0.5
PT105754,F002,Bike,Regular,2025-03-17,20,133,Debit Card,Paid,Two-Wheeler,25,7.5,75.0,0.79
PT105755,F004,Car,Regular,2025-04-01,9,300,Credit Card,Paid,Open,50,0.0,250.0,0.88
PT105756,F005,Bike,Visitor,2025-04-26,17,115,UPI,Paid,Two-Wheeler,25,2.25,45.0,0.76
PT105757,F005,Car,Regular,2025-10-07,14,80,Credit Card,Failed,Covered,50,0.0,90.0,0.36
PT105758,F008,SUV,Visitor,2025-06-16,21,111,Wallet,Paid,Covered,65,0.0,130.0,0.75
PT105759,F001,Car,Regular,2025-05-06,15,176,Cash,Paid,Covered,50,0.0,150.0,0.66
PT105760,F008,SUV,Member,2025-08-21,10,119,Credit Card,Paid,Open,65,0.0,130.0,0.82
PT105761,F003,Car,Visitor,2025-04-24,17,168,UPI,Pending,Open,50,0.0,150.0,0.7
PT105762,F008,Car,Member,2025-04-10,15,90,UPI,Paid,Covered,50,15.0,100.0,0.43
PT105763,F007,SUV,Regular,2025-05-31,10,169,Credit Card,Paid,Open,65,16.58,165.75,0.97
PT105764,F006,Car,Member,2025-03-13,6,239,Debit Card,Paid,Covered,50,30.0,200.0,0.42
PT105765,F004,SUV,Regular,2025-12-15,14,136,UPI,Paid,Covered,65,0.0,195.0,0.56
PT105766,F006,Bike,Visitor,2025-06-16,11,124,UPI,Paid,Two-Wheeler,25,0.0,75.0,0.62
PT105767,F001,Bike,Regular,2025-03-13,18,99,Wallet,Paid,Two-Wheeler,25,0.0,45.0,0.67
PT105768,F003,Car,Member,2025-12-14,11,224,Cash,Paid,Covered,50,10.0,200.0,0.54
PT105769,F004,Bike,Member,2025-12-19,15,201,Debit Card,Paid,Two-Wheeler,25,0.0,90.0,0.82
PT105770,F002,Bike,Regular,2025-01-11,12,41,UPI,Paid,Two-Wheeler,25,2.5,25.0,0.89
PT105771,F007,Bike,Member,2025-10-25,12,77,UPI,Pending,Two-Wheeler,25,5.0,50.0,0.52
PT105772,F003,Bike,Regular,2025-08-17,10,172,UPI,Pending,Two-Wheeler,25,11.25,75.0,0.8
PT105773,F005,Bike,Regular,2025-05-06,14,213,Credit Card,Paid,Two-Wheeler,25,0.0,95.0,0.69
PT105774,F001,Car,Member,2025-06-02,14,109,UPI,Paid,Covered,50,0.0,100.0,0.59
PT105775,F003,Car,Regular,2025-06-11,14,58,Cash,Paid,Covered,50,0.0,50.0,0.53
PT105776,F007,Car,Regular,2025-10-05,18,79,Wallet,Paid,Covered,50,0.0,100.0,0.61
PT105777,F008,Car,Member,2025-06-28,15,37,UPI,Paid,Covered,50,5.0,50.0,0.55
PT105778,F003,SUV,Regular,2025-05-24,16,62,Credit Card,Paid,Open,65,0.0,130.0,0.7
PT105779,F008,SUV,Visitor,2025-05-19,12,141,Debit Card,Paid,Covered,65,16.58,165.75,0.46
PT105780,F007,Car,Member,2025-07-25,13,50,Wallet,Paid,Open,50,0.0,42.5,0.44
PT105781,F005,EV Car,Member,2025-04-06,6,89,Cash,Paid,EV Parking,55,22.0,110.0,0.66
PT105782,F004,Bike,Regular,2025-08-02,8,175,UPI,Failed,Two-Wheeler,25,14.25,71.25,0.66
PT105783,F002,EV Car,Member,2025-03-10,13,180,UPI,Paid,EV Parking,55,0.0,165.0,0.77
PT105784,F005,SUV,Member,2025-12-22,11,60,Debit Card,Paid,Covered,65,9.26,61.75,0.55
PT105785,F008,SUV,Regular,2025-11-14,17,82,Debit Card,Paid,Open,65,0.0,130.0,0.52
PT105786,F008,Car,Member,2025-01-19,15,115,UPI,Paid,Open,50,10.0,100.0,0.72
PT105787,F002,Car,Member,2025-11-12,21,146,Credit Card,Paid,Covered,50,18.0,120.0,0.51
PT105788,F004,Car,Visitor,2025-12-17,18,102,Debit Card,Paid,Covered,50,10.0,100.0,0.62
PT105789,F003,SUV,Member,2025-04-11,21,141,UPI,Paid,Covered,65,19.5,195.0,0.69
PT105790,F002,Car,Visitor,2025-03-22,12,171,Cash,Paid,Covered,50,0.0,150.0,0.58
PT105791,F001,SUV,Member,2025-07-02,13,161,UPI,Paid,Open,65,19.5,195.0,0.71
PT105792,F001,Car,Regular,2025-01-18,12,276,Debit Card,Paid,Open,50,10.62,212.5,0.68
PT105793,F007,SUV,Regular,2025-06-04,20,54,Credit Card,Paid,Open,65,0.0,55.25,0.7
PT105794,F005,Car,Member,2025-12-07,13,77,UPI,Paid,Open,50,0.0,95.0,0.44
PT105795,F008,Car,Regular,2025-05-09,9,165,Debit Card,Pending,Covered,50,12.75,127.5,0.76
PT105796,F004,Car,Visitor,2025-11-11,11,336,Debit Card,Paid,Open,50,15.0,300.0,0.5
PT105797,F007,Car,Member,2025-06-10,13,117,Wallet,Paid,Covered,50,0.0,100.0,0.67
PT105798,F005,Car,Regular,2025-04-29,14,109,UPI,Paid,Covered,50,15.0,100.0,0.61
PT105799,F005,SUV,Regular,2025-11-28,15,168,Debit Card,Paid,Covered,65,8.78,175.5,0.48
PT105800,F007,Car,Regular,2025-06-22,16,69,Credit Card,Failed,Open,50,0.0,90.0,0.59
PT105801,F006,Car,Regular,2025-06-02,15,161,Credit Card,Paid,Covered,50,0.0,150.0,0.65
PT105802,F005,SUV,Member,2025-01-20,14,41,Cash,Paid,Covered,65,3.25,65.0,0.82
PT105803,F006,Car,Member,2025-02-03,7,31,UPI,Paid,Covered,50,4.0,40.0,0.46
PT105804,F001,EV Car,Regular,2025-11-10,15,236,UPI,Paid,EV Parking,55,11.0,220.0,0.69
PT105805,F001,EV Car,Visitor,2025-03-01,8,50,Credit Card,Paid,EV Parking,55,0.0,55.0,0.81
PT105806,F005,Car,Member,2025-06-07,13,95,UPI,Paid,Covered,50,10.0,100.0,0.65
PT105807,F001,Car,Regular,2025-12-30,18,133,Wallet,Paid,Covered,50,13.5,135.0,0.95
PT105808,F004,Car,Member,2025-07-25,14,277,Debit Card,Paid,Covered,50,21.25,212.5,0.6
PT105809,F006,SUV,Regular,2025-04-03,10,99,Credit Card,Pending,Covered,65,0.0,130.0,0.62
PT105810,F006,Bike,Regular,2025-08-06,17,166,Cash,Paid,Two-Wheeler,25,7.5,75.0,0.99
PT105811,F005,Bike,Regular,2025-11-19,12,190,Credit Card,Paid,Two-Wheeler,25,0.0,85.0,0.51
PT105812,F001,SUV,Visitor,2025-03-30,14,138,Credit Card,Paid,Open,65,0.0,195.0,0.5
PT105813,F002,Car,Member,2025-06-22,15,88,UPI,Paid,Open,50,5.0,100.0,0.15
PT105814,F008,SUV,Member,2025-02-09,16,59,UPI,Paid,Covered,65,6.18,61.75,0.56
PT105815,F007,SUV,Visitor,2025-07-22,8,70,UPI,Paid,Covered,65,0.0,123.5,0.77
PT105816,F007,Bike,Member,2025-08-09,18,72,Debit Card,Paid,Two-Wheeler,25,5.0,50.0,0.9
PT105817,F006,SUV,Regular,2025-02-16,9,148,Credit Card,Paid,Open,65,0.0,185.25,0.81
PT105818,F005,SUV,Regular,2025-08-31,9,170,UPI,Paid,Open,65,0.0,175.5,0.83
PT105819,F005,Car,Regular,2025-03-29,13,20,Credit Card,Paid,Covered,50,0.0,50.0,0.6
PT105820,F004,Bike,Member,2025-06-06,12,136,UPI,Paid,Two-Wheeler,25,0.0,60.0,0.99
PT105821,F003,Bike,Member,2025-06-11,8,48,Wallet,Paid,Two-Wheeler,25,1.06,21.25,0.84
PT105822,F008,Car,Regular,2025-01-20,10,112,UPI,Paid,Open,50,10.0,100.0,0.68
PT105823,F003,EV Car,Member,2025-05-28,13,130,Cash,Paid,EV Parking,55,16.5,165.0,0.67
PT105824,F006,Car,Regular,2025-07-20,17,143,Credit Card,Paid,Covered,50,0.0,150.0,0.76
PT105825,F007,Bike,Regular,2025-11-08,9,113,Credit Card,Paid,Two-Wheeler,25,0.0,50.0,0.69
PT105826,F004,Bike,Regular,2025-05-31,9,47,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.61
PT105827,F004,Car,Member,2025-04-10,17,184,Wallet,Paid,Covered,50,10.0,200.0,0.79
PT105828,F004,EV Car,Visitor,2025-09-04,14,124,UPI,Paid,EV Parking,55,0.0,165.0,0.65
PT105829,F006,SUV,Regular,2025-04-23,12,207,Credit Card,Paid,Covered,65,0.0,260.0,0.65
PT105830,F003,Bike,Regular,2025-08-07,13,38,Wallet,Paid,Two-Wheeler,25,2.25,22.5,0.39
PT105831,F007,Car,Visitor,2025-12-10,13,76,Cash,Paid,Open,50,5.0,100.0,0.69
PT105832,F004,Car,Regular,2025-12-26,16,65,Credit Card,Paid,Open,50,0.0,95.0,0.32
PT105833,F007,Car,Visitor,2025-01-25,6,82,Wallet,Paid,Covered,50,0.0,100.0,0.52
PT105834,F001,Car,Member,2025-10-16,13,169,Debit Card,Paid,Open,50,7.5,150.0,0.61
PT105835,F005,Bike,Regular,2025-04-13,10,75,UPI,Paid,Two-Wheeler,25,0.0,40.0,0.77
PT105836,F005,EV Car,Member,2025-03-20,12,96,UPI,Paid,EV Parking,55,0.0,104.5,0.49
PT105837,F007,Bike,Regular,2025-01-16,9,34,UPI,Paid,Two-Wheeler,25,3.75,25.0,0.77
PT105838,F002,SUV,Visitor,2025-12-07,13,87,UPI,Paid,Covered,65,0.0,130.0,0.65
PT105839,F002,Bike,Member,2025-02-28,15,286,Debit Card,Paid,Two-Wheeler,25,0.0,125.0,0.44
PT105840,F006,Bike,Regular,2025-07-13,15,400,Credit Card,Paid,Two-Wheeler,25,0.0,175.0,0.62
PT105841,F006,SUV,Regular,2025-05-05,17,79,UPI,Pending,Covered,65,0.0,104.0,0.78
PT105842,F005,Bike,Member,2025-02-01,17,177,Cash,Paid,Two-Wheeler,25,0.0,63.75,0.88
PT105843,F001,SUV,Regular,2025-06-27,14,108,UPI,Paid,Open,65,0.0,130.0,0.71
PT105844,F008,Car,Member,2025-08-07,12,20,Wallet,Paid,Covered,50,2.25,45.0,0.37
PT105845,F003,Car,Visitor,2025-04-10,8,193,Wallet,Paid,Covered,50,0.0,200.0,0.92
PT105846,F003,SUV,Member,2025-04-13,7,67,Wallet,Paid,Open,65,19.5,130.0,0.74
PT105847,F006,Bike,Regular,2025-04-28,9,95,Cash,Paid,Two-Wheeler,25,7.5,50.0,0.5
PT105848,F001,SUV,Member,2025-08-31,21,143,UPI,Paid,Covered,65,0.0,195.0,0.4
PT105849,F006,EV Car,Member,2025-04-29,16,335,Credit Card,Paid,EV Parking,55,0.0,330.0,0.69
PT105850,F008,Car,Regular,2025-01-07,13,237,UPI,Paid,Covered,50,19.0,190.0,0.66
PT105851,F003,Bike,Regular,2025-01-10,13,97,UPI,Pending,Two-Wheeler,25,9.0,45.0,0.17
PT105852,F007,Car,Member,2025-11-12,16,37,Credit Card,Paid,Open,50,7.5,50.0,0.41
PT105853,F006,Bike,Visitor,2025-10-08,14,131,UPI,Paid,Two-Wheeler,25,0.0,75.0,0.55
PT105854,F004,SUV,Member,2025-02-11,12,275,Wallet,Paid,Covered,65,0.0,325.0,0.36
PT105855,F007,Car,Regular,2025-02-16,12,56,Wallet,Paid,Open,50,0.0,50.0,0.45
PT105856,F008,Bike,Regular,2025-04-06,11,125,UPI,Pending,Two-Wheeler,25,7.5,75.0,0.51
PT105857,F008,SUV,Regular,2025-09-03,18,75,,Paid,Open,65,6.5,130.0,0.76
PT105858,F006,Car,Member,2025-08-12,13,221,Credit Card,Paid,Open,50,0.0,200.0,0.48
PT105859,F005,SUV,Regular,2025-04-24,16,100,Cash,Paid,Covered,65,6.5,130.0,0.58
PT105860,F006,Bike,Regular,2025-02-01,14,113,Debit Card,Paid,Two-Wheeler,25,0.0,45.0,0.67
PT105861,F005,EV Car,Member,2025-11-26,16,69,UPI,Paid,EV Parking,55,5.5,110.0,0.6
PT105862,F008,Car,Member,2025-06-02,12,79,Credit Card,Pending,Open,50,0.0,90.0,0.49
PT105863,F001,Car,Member,2025-08-05,16,90,Credit Card,Paid,Covered,50,5.0,100.0,0.78
PT105864,F008,Bike,Member,2025-09-03,16,309,Wallet,Paid,Two-Wheeler,25,15.0,150.0,0.47
PT105865,F003,Car,Member,2025-09-29,9,56,UPI,Paid,Covered,50,2.5,50.0,0.85
PT105866,F007,EV Car,Member,2025-12-16,9,54,UPI,Paid,EV Parking,55,0.0,55.0,0.52
PT105867,F007,Car,Regular,2025-09-18,21,138,Cash,Paid,Open,50,14.25,142.5,0.17
PT105868,F002,SUV,Member,2025-01-07,9,86,Cash,Paid,Covered,65,13.0,130.0,0.63
PT105869,F002,Bike,Member,2025-07-24,15,125,Cash,Paid,Two-Wheeler,25,0.0,71.25,0.37
PT105870,F008,Car,Member,2025-09-21,16,171,Credit Card,Paid,Covered,50,0.0,135.0,0.45
PT105871,F003,Car,Regular,2025-10-16,8,42,Debit Card,Failed,Open,50,2.0,40.0,0.99
PT105872,F002,Bike,Member,2025-11-14,16,146,Credit Card,Paid,Two-Wheeler,25,0.0,71.25,0.84
PT105873,F007,Bike,Regular,2025-07-21,13,111,UPI,Paid,Two-Wheeler,25,0.0,45.0,0.51
PT105874,F006,Car,Regular,2025-04-26,11,95,Credit Card,Paid,Covered,50,0.0,95.0,0.73
PT105875,F001,EV Car,Regular,2025-07-31,15,407,UPI,Paid,EV Parking,55,0.0,308.0,0.58
PT105876,F001,Car,Member,2025-06-09,17,186,UPI,Failed,Covered,50,0.0,180.0,0.88
PT105877,F003,Bike,Regular,2025-05-09,14,113,Wallet,Paid,Two-Wheeler,25,2.38,47.5,0.35
PT105878,F008,Bike,Member,2025-12-13,18,224,UPI,Paid,Two-Wheeler,25,0.0,100.0,0.93
PT105879,F002,Car,Visitor,2025-05-28,7,118,Wallet,Paid,Covered,50,10.0,100.0,0.45
PT105880,F006,EV Car,Regular,2025-11-07,16,106,UPI,Paid,EV Parking,55,0.0,99.0,0.42
PT105881,F001,Car,Regular,2025-03-19,10,89,UPI,Paid,Covered,50,0.0,85.0,0.77
PT105882,F001,Car,Visitor,2025-09-19,12,67,Debit Card,Paid,Covered,50,0.0,80.0,0.87
PT105883,F004,Car,Regular,2025-02-21,14,33,Debit Card,Paid,Open,50,5.0,50.0,0.62
PT105884,F008,Bike,Member,2025-09-15,11,42,Credit Card,Paid,Two-Wheeler,25,4.75,23.75,0.44
PT105885,F004,Bike,Member,2025-08-09,10,55,Cash,Paid,Two-Wheeler,25,0.0,22.5,0.75
PT105886,F007,Bike,Regular,2025-02-08,18,112,UPI,Paid,Two-Wheeler,25,0.0,50.0,0.82
PT105887,F001,Car,Visitor,2025-09-05,19,288,Wallet,Paid,Covered,50,0.0,250.0,0.99
PT105888,F003,Car,Visitor,2025-10-15,7,275,UPI,Pending,Open,50,0.0,250.0,0.43
PT105889,F005,SUV,Regular,2025-09-11,14,177,Cash,Paid,Covered,65,19.5,195.0,0.44
PT105890,F005,Car,Regular,2025-04-26,11,184,UPI,Paid,Covered,50,0.0,200.0,0.24
PT105891,F006,SUV,Regular,2025-07-16,18,48,Cash,Pending,Covered,65,13.0,65.0,0.85
PT105892,F001,Car,Regular,2025-08-02,13,51,Debit Card,Paid,Covered,50,2.5,50.0,0.36
PT105893,F001,SUV,Regular,2025-04-02,13,177,UPI,Paid,Open,65,0.0,195.0,0.72
PT105894,F007,Car,Regular,2025-02-01,15,20,Wallet,Paid,Open,50,4.75,47.5,0.41
PT105895,F001,Bike,Regular,2025-04-03,8,151,UPI,Paid,Two-Wheeler,25,0.0,75.0,0.77
PT105896,F003,Car,Visitor,2025-08-20,9,99,UPI,Pending,Covered,50,10.0,100.0,0.74
PT105897,F004,Car,Regular,2025-05-11,14,59,Cash,Paid,Open,50,0.0,50.0,0.52
PT105898,F001,Car,Member,2025-11-14,20,71,UPI,Paid,Covered,50,9.5,95.0,0.57
PT105899,F001,Car,Member,2025-08-11,17,104,UPI,Paid,Covered,50,0.0,95.0,0.63
PT105900,F007,Car,Visitor,2025-01-13,18,76,Credit Card,Paid,Covered,50,0.0,100.0,0.9
PT105901,F008,Bike,Regular,2025-11-22,9,69,Cash,Paid,Two-Wheeler,25,5.0,50.0,0.89
PT105902,F002,Bike,Regular,2025-01-21,20,20,UPI,Paid,Two-Wheeler,25,0.0,22.5,0.84
PT105903,F008,SUV,Regular,2025-01-14,16,234,Credit Card,Paid,Open,65,0.0,221.0,0.51
PT105904,F007,Bike,Visitor,2025-12-11,12,138,Debit Card,Paid,Two-Wheeler,25,6.75,67.5,0.42
PT105905,F008,Bike,Visitor,2025-11-23,18,80,Cash,Paid,Two-Wheeler,25,0.0,50.0,0.7
PT105906,F007,Car,Regular,2025-04-17,16,258,Wallet,Paid,Covered,50,37.5,250.0,0.53
PT105907,F003,Bike,Member,2025-05-08,16,148,Debit Card,Failed,Two-Wheeler,25,3.38,67.5,0.72
PT105908,F006,Car,Regular,2025-02-01,16,93,Debit Card,Paid,Covered,50,4.0,80.0,0.43
PT105909,F001,SUV,Member,2025-06-18,17,39,Credit Card,Paid,Covered,65,0.0,65.0,0.62
PT105910,F007,Car,Visitor,2025-10-15,20,63,UPI,Paid,Covered,50,0.0,95.0,0.82
PT105911,F007,Car,Member,2025-03-22,9,56,Debit Card,Pending,Covered,50,10.0,50.0,0.69
PT105912,F002,Bike,Regular,2025-07-01,22,20,Wallet,Paid,Two-Wheeler,25,0.0,25.0,0.95
PT105913,F007,Car,Regular,2025-12-24,18,108,Debit Card,Paid,Covered,50,0.0,95.0,0.76
PT105914,F005,SUV,Regular,2025-07-09,13,166,UPI,Paid,Open,65,0.0,195.0,0.55
PT105915,F006,SUV,Regular,2025-09-12,10,324,Credit Card,Paid,Covered,65,0.0,351.0,0.71
PT105916,F001,Car,Member,2025-12-07,13,80,Credit Card,Paid,Covered,50,4.0,80.0,0.4
PT105917,F001,Car,Regular,2025-10-26,16,203,Debit Card,Pending,Covered,50,20.0,200.0,0.45
PT105918,F002,Bike,Regular,2025-06-15,14,144,Debit Card,Paid,Two-Wheeler,25,7.12,71.25,0.69
PT105919,F003,Bike,Member,2025-09-13,11,29,Credit Card,Paid,Two-Wheeler,25,3.75,25.0,0.48
PT105920,F001,Car,Visitor,2025-07-17,13,131,UPI,Paid,Covered,50,0.0,150.0,0.39
PT105921,F005,SUV,Regular,2025-08-01,20,127,Wallet,Paid,Covered,65,0.0,185.25,0.74
PT105922,F001,Bike,Regular,2025-02-14,17,120,Debit Card,Paid,Two-Wheeler,25,0.0,42.5,0.8
PT105923,F005,Car,Regular,2025-10-29,9,293,UPI,Paid,Covered,50,23.75,237.5,0.86
PT105924,F006,Car,Regular,2025-12-26,14,353,UPI,Paid,Covered,50,0.0,270.0,0.63
PT105925,F006,SUV,Regular,2025-01-13,19,65,Wallet,Paid,Open,65,6.5,130.0,0.53
PT105926,F004,Car,Regular,2025-02-21,7,211,Cash,Paid,Covered,50,0.0,200.0,0.54
PT105927,F004,SUV,Visitor,2025-09-22,7,144,UPI,Paid,Covered,65,19.5,195.0,0.39
PT105928,F005,Bike,Regular,2025-11-21,16,83,UPI,Paid,Two-Wheeler,25,4.75,47.5,0.48
PT105929,F003,Bike,Regular,2025-02-12,14,77,UPI,Paid,Two-Wheeler,25,6.75,45.0,0.56
PT105930,F001,SUV,Regular,2025-01-07,7,62,UPI,Paid,Covered,65,0.0,123.5,0.55
PT105931,F007,SUV,Regular,2025-08-18,22,133,Debit Card,Pending,Covered,65,33.15,165.75,0.7
PT105932,F001,Car,Regular,2025-02-13,14,50,Credit Card,Paid,Covered,50,0.0,42.5,0.44
PT105933,F004,Car,Visitor,2025-06-21,14,54,Debit Card,Paid,Covered,50,0.0,50.0,0.43
PT105934,F008,SUV,Member,2025-04-12,13,122,Debit Card,Paid,Open,65,0.0,185.25,0.51
PT105935,F007,Bike,Member,2025-08-11,15,127,UPI,Paid,Two-Wheeler,25,0.0,71.25,0.67
PT105936,F005,Car,Regular,2025-03-09,13,287,UPI,Paid,Covered,50,11.25,225.0,0.37
PT105937,F007,EV Car,Member,2025-05-02,15,90,UPI,Paid,EV Parking,55,0.0,110.0,0.39
PT105938,F008,Car,Visitor,2025-03-18,13,103,UPI,Pending,Covered,50,0.0,90.0,0.72
PT105939,F001,Car,Member,2025-10-27,15,125,UPI,Failed,Covered,50,7.5,150.0,0.45
PT105940,F001,Car,Member,2025-10-23,17,146,Debit Card,Paid,Covered,50,13.5,135.0,0.91
PT105941,F003,Bike,Regular,2025-07-24,17,253,Cash,Paid,Two-Wheeler,25,6.25,125.0,0.76
PT105942,F002,Bike,Member,2025-11-14,17,86,Debit Card,Paid,Two-Wheeler,25,2.5,50.0,0.82
PT105943,F007,Car,Regular,2025-06-20,11,204,Cash,Paid,Open,50,0.0,180.0,0.57
PT105944,F004,Car,Regular,2025-08-06,8,215,Debit Card,Paid,Covered,50,17.0,170.0,0.57
PT105945,F008,Car,Regular,2025-11-01,17,145,Debit Card,Paid,Covered,50,0.0,135.0,0.71
PT105946,F008,Bike,Regular,2025-07-12,7,202,UPI,Paid,Two-Wheeler,25,0.0,100.0,0.55
PT105947,F008,Car,Member,2025-11-29,11,42,Wallet,Paid,Covered,50,0.0,47.5,0.51
PT105948,F004,EV Car,Member,2025-06-02,14,344,UPI,Paid,EV Parking,55,15.68,313.5,0.69
PT105949,F002,Car,Member,2025-02-10,18,273,UPI,Paid,Open,50,0.0,250.0,0.56
PT105950,F001,EV Car,Member,2025-01-23,18,74,UPI,Paid,EV Parking,55,5.5,110.0,0.85
PT105951,F003,Car,Regular,2025-07-05,15,169,Wallet,Paid,Covered,50,0.0,150.0,0.8
PT105952,F003,SUV,Regular,2025-08-04,20,73,Wallet,Paid,Covered,65,0.0,130.0,0.88
PT105953,F004,Car,Regular,2025-02-12,16,40,Debit Card,Paid,Covered,50,0.0,45.0,0.64
PT105954,F003,Car,Member,2025-12-27,14,196,Debit Card,Paid,Covered,50,0.0,180.0,0.48
PT105955,F008,SUV,Regular,2025-04-23,9,27,Credit Card,Paid,Open,65,0.0,58.5,0.88
PT105956,F006,SUV,Member,2025-08-19,13,117,Wallet,Paid,Open,65,6.5,130.0,0.73
PT105957,F002,Car,Member,2025-04-20,17,49,Debit Card,Paid,Covered,50,0.0,50.0,0.84
PT105958,F001,SUV,Regular,2025-05-18,12,113,Wallet,Paid,Open,65,0.0,110.5,0.6
PT105959,F006,Bike,Regular,2025-04-15,14,21,UPI,Paid,Two-Wheeler,25,1.12,22.5,0.51
PT105960,F002,SUV,Regular,2025-11-12,21,29,UPI,Paid,Covered,65,0.0,58.5,0.54
PT105961,F005,Car,Visitor,2025-05-20,10,58,Cash,Paid,Covered,50,0.0,50.0,0.96
PT105962,F007,Bike,Regular,2025-09-12,9,51,UPI,Paid,Two-Wheeler,25,0.0,23.75,0.78
PT105963,F004,Bike,Regular,2025-12-15,17,76,Wallet,Paid,Two-Wheeler,25,0.0,42.5,0.6
PT105964,F008,Car,Member,2025-03-16,7,162,Credit Card,Paid,Open,50,0.0,135.0,0.46
PT105965,F003,SUV,Member,2025-08-21,15,20,Wallet,Paid,Covered,65,3.25,65.0,0.32
PT105966,F005,Car,Regular,2025-07-31,12,128,UPI,Paid,Open,50,0.0,120.0,0.64
PT105967,F003,Car,Member,2025-02-27,16,133,Debit Card,Paid,Covered,50,15.0,150.0,0.43
PT105968,F006,Bike,Regular,2025-02-07,9,104,Credit Card,Paid,Two-Wheeler,25,0.0,47.5,0.87
PT105969,F001,Bike,Member,2025-09-19,12,63,Debit Card,Paid,Two-Wheeler,25,2.25,45.0,0.29
PT105970,F001,Car,Member,2025-07-31,6,40,Credit Card,Paid,Covered,50,5.0,50.0,0.19
PT105971,F001,Car,Regular,2025-05-18,11,39,Wallet,Paid,Open,50,0.0,50.0,0.32
PT105972,F008,EV Car,Member,2025-10-09,13,51,Debit Card,Paid,EV Parking,55,0.0,46.75,0.78
PT105973,F003,Car,Regular,2025-02-27,10,91,UPI,Paid,Covered,50,0.0,100.0,0.7
PT105974,F005,Bike,Member,2025-09-30,14,185,Wallet,Paid,Two-Wheeler,25,20.0,100.0,0.76
PT105975,F001,SUV,Regular,2025-02-22,9,98,UPI,Paid,Covered,65,20.8,104.0,0.71
PT105976,F005,Bike,Regular,2025-07-25,16,46,UPI,Paid,Two-Wheeler,25,0.0,21.25,0.92
PT105977,F003,EV Car,Regular,2025-01-05,19,132,UPI,Paid,EV Parking,55,14.85,148.5,0.83
PT105978,F008,SUV,Regular,2025-11-19,13,52,Cash,Paid,Open,65,0.0,65.0,0.63
PT105979,F006,Bike,Member,2025-04-17,14,28,UPI,Paid,Two-Wheeler,25,0.0,25.0,0.77
PT105980,F008,Bike,Regular,2025-08-31,13,66,UPI,Paid,Two-Wheeler,25,2.12,42.5,0.68
PT105981,F005,Bike,Regular,2025-05-28,16,116,Wallet,Pending,Two-Wheeler,25,0.0,40.0,0.5
PT105982,F008,Bike,Visitor,2025-06-28,22,70,Cash,Paid,Two-Wheeler,25,0.0,50.0,0.49
PT105983,F008,SUV,Member,2025-06-23,16,93,UPI,Paid,Covered,65,13.0,130.0,0.58
PT105984,F006,Car,Member,2025-11-19,11,216,Debit Card,Paid,Covered,50,0.0,200.0,0.63
PT105985,F003,Car,Member,2025-05-19,15,41,Wallet,Paid,Covered,50,2.25,45.0,0.59
PT105986,F003,Car,Member,2025-06-24,15,193,UPI,Paid,Covered,50,0.0,200.0,0.83
PT105987,F004,Car,Member,2025-09-10,11,299,Cash,Paid,Covered,50,0.0,250.0,0.33
PT105988,F008,Car,Member,2025-09-07,11,34,Credit Card,Pending,Open,50,0.0,50.0,0.59
PT105989,F003,SUV,Regular,2025-05-16,15,133,Debit Card,Pending,Covered,65,39.0,195.0,0.54
PT105990,F003,Bike,Visitor,2025-01-22,17,20,Credit Card,Paid,Two-Wheeler,25,0.0,22.5,0.99
PT105991,F002,Bike,Member,2025-02-07,16,219,Debit Card,Paid,Two-Wheeler,25,0.0,90.0,0.51
PT105992,F001,Bike,Visitor,2025-01-27,14,76,UPI,Paid,Two-Wheeler,25,2.25,45.0,0.57
PT105993,F004,SUV,Regular,2025-10-09,19,210,Debit Card,Paid,Open,65,46.8,234.0,0.59
PT105994,F007,Bike,Visitor,2025-10-06,16,160,UPI,Paid,Two-Wheeler,25,11.25,75.0,0.29
PT105995,F004,SUV,Visitor,2025-04-30,14,62,Credit Card,Paid,Open,65,6.18,123.5,0.48
PT105996,F004,Car,,2025-09-10,17,98,UPI,Paid,Open,50,0.0,100.0,0.79
PT105997,F007,EV Car,Regular,2025-12-25,12,83,Cash,Pending,EV Parking,55,5.5,110.0,0.49
PT105998,F002,Bike,Regular,2025-03-06,11,117,UPI,Paid,Two-Wheeler,25,5.0,50.0,0.6
PT105999,F008,Car,Regular,2025-03-15,21,132,Credit Card,Paid,Covered,50,22.5,150.0,0.6
PT106000,F006,Bike,Visitor,2025-10-30,20,121,Credit Card,Paid,Two-Wheeler,25,7.5,75.0,0.6
